Season,Product_Type,Fabric,Gender,Price,Discount,Region,Sales
Summer,Kurti,Silk,Male,3694,39,East,9656
Spring,Jeans,Cotton,Female,2913,25,South,7476
Spring,Jacket,Denim,Male,4690,59,West,17772
Autumn,Shirt,Denim,Male,655,15,North,4580
Spring,Jacket,Silk,Female,1256,26,North,8721
Winter,Jacket,Linen,Male,4137,65,North,7291
Winter,Kurti,Denim,Female,2175,11,West,3061
Spring,Kurti,Cotton,Male,4754,22,West,7720
Autumn,Dress,Linen,Male,4262,2,North,12053
Summer,Kurti,Denim,Female,1491,56,South,16163
Summer,Kurti,Denim,Male,2539,21,North,9910
Autumn,Shirt,Cotton,Female,2606,40,North,17244
Autumn,Kurti,Linen,Male,3524,38,East,15793
Winter,Dress,Silk,Female,3540,41,North,12149
Winter,Jeans,Denim,Female,1412,18,South,4734
Autumn,Shirt,Wool,Male,2329,11,North,15947
Autumn,Dress,Denim,Female,1975,11,East,6309
Spring,Jeans,Linen,Male,4091,21,West,4808
Summer,Jeans,Denim,Female,3480,34,South,15284
Winter,Jeans,Cotton,Female,1277,26,West,14651
Spring,Dress,Wool,Male,1603,42,West,8221
Winter,Jacket,Wool,Female,3603,52,North,4042
Winter,Jacket,Linen,Male,1628,12,West,18020
Summer,Jeans,Linen,Male,4499,70,North,6095
Spring,Dress,Silk,Male,3726,20,North,10012
Spring,Dress,Silk,Male,3666,43,South,17386
Spring,Jeans,Wool,Male,1738,60,North,2934
Summer,Shirt,Silk,Female,3391,13,East,5619
Spring,Kurti,Cotton,Female,3146,59,North,6544
Winter,Kurti,Linen,Female,3425,45,East,13789
Spring,Jeans,Silk,Female,3362,1,South,3173
Spring,Dress,Linen,Male,4736,56,West,8414
Winter,Jeans,Denim,Male,2315,51,North,4685
Summer,Kurti,Denim,Female,2861,57,North,15781
Summer,Jeans,Cotton,Female,1541,46,West,11404
Spring,Shirt,Wool,Female,1226,29,East,7006
Spring,Jeans,Silk,Male,3594,65,North,5201
Spring,Jacket,Silk,Male,1007,30,North,14762
Autumn,Kurti,Linen,Male,4944,49,West,16221
Spring,Kurti,Linen,Male,4754,4,West,14088
Spring,Jeans,Linen,Female,4753,63,West,14193
Winter,Kurti,Denim,Male,4220,69,East,8193
Autumn,Jacket,Wool,Female,2609,53,West,19244
Winter,Jacket,Silk,Female,1883,69,South,18541
Spring,Shirt,Wool,Male,3946,35,South,10691
Autumn,Dress,Cotton,Male,512,9,West,14589
Summer,Jacket,Wool,Female,3753,0,East,2197
Winter,Kurti,Cotton,Male,3923,11,South,4893
Spring,Jacket,Linen,Female,4124,30,East,3808
Winter,Jeans,Wool,Male,1252,15,East,7873
Summer,Jeans,Denim,Female,1992,2,South,16872
Winter,Shirt,Wool,Female,1175,32,West,5128
Autumn,Jeans,Denim,Male,1719,30,East,11588
Winter,Jeans,Silk,Female,777,19,South,6530
Summer,Jacket,Denim,Male,3534,23,West,3949
Spring,Shirt,Cotton,Female,1511,50,East,16566
Spring,Jacket,Silk,Male,1209,43,South,5045
Winter,Jacket,Silk,Female,1124,32,North,15901
Autumn,Jacket,Linen,Female,4806,53,East,19313
Spring,Jeans,Silk,Female,3663,25,West,8689
Winter,Jeans,Wool,Female,3587,41,South,10476
Spring,Kurti,Cotton,Female,3025,51,North,14757
Summer,Shirt,Cotton,Female,2497,16,North,19002
Winter,Jacket,Silk,Male,2782,7,North,13590
Spring,Shirt,Wool,Male,3199,55,North,11736
Winter,Kurti,Silk,Male,2197,7,South,15773
Autumn,Jacket,Denim,Male,852,67,East,8196
Spring,Jacket,Linen,Male,1099,19,South,11269
Summer,Jeans,Cotton,Female,3767,37,North,10412
Winter,Shirt,Wool,Female,1835,18,East,8767
Spring,Shirt,Linen,Male,725,46,West,11378
Summer,Shirt,Denim,Male,836,9,South,8968
Winter,Jacket,Silk,Male,3111,4,North,19278
Spring,Dress,Cotton,Female,2384,23,East,18795
Winter,Kurti,Cotton,Male,2336,56,East,18273
Winter,Jeans,Linen,Female,899,36,East,1488
Spring,Shirt,Cotton,Male,538,8,South,4338
Winter,Jeans,Denim,Male,3367,64,East,11572
Spring,Jeans,Silk,Male,2366,68,West,6105
Spring,Kurti,Wool,Male,1517,27,North,5817
Spring,Jeans,Denim,Male,870,38,East,15557
Winter,Shirt,Cotton,Male,2218,57,North,18509
Winter,Kurti,Silk,Male,1126,12,East,13961
Spring,Jeans,Wool,Female,2035,18,East,1697
Spring,Shirt,Linen,Male,993,47,South,5767
Summer,Jeans,Silk,Male,1575,19,North,11148
Winter,Kurti,Wool,Male,2049,53,North,7044
Autumn,Dress,Cotton,Male,4301,27,West,7291
Spring,Dress,Cotton,Female,720,43,South,5453
Summer,Shirt,Denim,Female,4824,47,North,11827
Autumn,Shirt,Cotton,Female,1808,43,East,11631
Winter,Kurti,Cotton,Male,539,55,South,4969
Autumn,Kurti,Denim,Male,869,48,West,7019
Autumn,Dress,Silk,Female,2924,13,North,10124
Spring,Kurti,Silk,Female,3692,62,West,17906
Winter,Dress,Cotton,Male,2729,25,West,19000
Summer,Jeans,Wool,Female,4853,29,West,13997
Autumn,Jeans,Linen,Female,4697,59,East,2349
Autumn,Jacket,Linen,Female,774,53,North,16159
Winter,Jacket,Wool,Female,1214,26,East,17043
Spring,Jacket,Wool,Male,3359,49,North,7691
Spring,Shirt,Cotton,Male,1824,13,West,15747
Autumn,Kurti,Wool,Female,4067,33,East,13590
Summer,Shirt,Denim,Male,681,16,East,11484
Summer,Dress,Cotton,Female,3480,4,West,7902
Autumn,Shirt,Silk,Male,4534,17,South,19242
Summer,Dress,Denim,Female,1966,4,East,3131
Autumn,Jeans,Denim,Female,4234,61,West,18007
Spring,Kurti,Silk,Female,1184,7,West,17898
Summer,Kurti,Cotton,Female,593,39,West,13851
Spring,Shirt,Denim,Male,2669,46,West,14481
Autumn,Dress,Linen,Male,4000,16,East,12589
Summer,Kurti,Denim,Male,994,22,East,14274
Summer,Jeans,Silk,Female,4626,61,North,11368
Summer,Shirt,Silk,Female,3712,70,North,14255
Spring,Dress,Silk,Female,3472,16,West,15556
Spring,Kurti,Cotton,Male,4923,31,East,3156
Spring,Shirt,Linen,Female,4497,1,East,4573
Summer,Kurti,Cotton,Female,3135,9,South,5263
Spring,Dress,Linen,Female,3963,48,South,19479
Autumn,Jeans,Silk,Male,4832,61,West,3082
Summer,Dress,Linen,Male,4690,12,West,18465
Summer,Jacket,Silk,Male,1303,61,South,14882
Summer,Shirt,Linen,Male,1937,25,East,4966
Winter,Jeans,Denim,Male,1325,49,West,13952
Autumn,Kurti,Silk,Male,825,5,East,14185
Spring,Kurti,Wool,Male,2705,70,North,18391
Summer,Jacket,Cotton,Female,3128,48,East,3009
Autumn,Shirt,Denim,Female,3192,41,South,8275
Winter,Jacket,Silk,Female,3757,59,North,7890
Winter,Shirt,Cotton,Female,3633,66,West,4944
Spring,Dress,Denim,Female,2516,31,North,18268
Spring,Jeans,Silk,Female,4268,54,West,9605
Winter,Shirt,Wool,Male,4473,12,East,1859
Summer,Shirt,Wool,Male,4825,40,East,3655
Summer,Jacket,Linen,Male,690,12,South,7696
Winter,Shirt,Wool,Female,4174,68,North,14778
Autumn,Kurti,Linen,Male,3798,50,South,9330
Summer,Dress,Linen,Male,1727,30,South,14142
Autumn,Dress,Denim,Female,3743,16,West,12863
Autumn,Kurti,Silk,Female,4093,43,North,1777
Summer,Jacket,Cotton,Male,4113,21,West,16106
Autumn,Jacket,Cotton,Male,4056,17,West,3673
Summer,Shirt,Cotton,Male,993,39,South,8648
Summer,Jacket,Linen,Female,1824,42,South,13950
Winter,Jeans,Wool,Male,1912,44,North,2194
Spring,Dress,Cotton,Male,3185,32,South,7334
Spring,Jeans,Denim,Female,938,57,West,4923
Spring,Shirt,Cotton,Male,2701,18,East,1325
Autumn,Shirt,Cotton,Male,3970,54,West,10898
Autumn,Jacket,Wool,Male,3552,59,West,13513
Autumn,Kurti,Denim,Female,2355,11,West,7439
Autumn,Shirt,Silk,Female,4702,56,North,15179
Summer,Jacket,Denim,Female,2246,50,East,19666
Summer,Dress,Silk,Male,2938,51,North,4279
Autumn,Jacket,Cotton,Male,1185,47,North,2158
Autumn,Jacket,Linen,Male,3572,70,West,5791
Winter,Jacket,Wool,Male,1826,36,South,10169
Winter,Dress,Cotton,Male,3750,60,North,12574
Summer,Jeans,Wool,Male,520,13,North,3527
Winter,Kurti,Silk,Male,652,51,East,4027
Summer,Jacket,Wool,Male,4012,50,North,11613
Spring,Kurti,Denim,Female,4869,32,West,14719
Winter,Jacket,Wool,Female,4370,50,North,7520
Winter,Jeans,Wool,Female,2258,10,East,7754
Spring,Kurti,Denim,Male,841,28,South,13084
Winter,Shirt,Wool,Female,2815,40,West,15603
Winter,Dress,Cotton,Male,756,0,South,13075
Autumn,Jacket,Silk,Female,4566,36,East,8850
Spring,Shirt,Denim,Female,2835,58,North,19195
Winter,Dress,Linen,Male,4180,40,East,11916
Winter,Kurti,Cotton,Male,3893,45,South,2449
Spring,Jacket,Linen,Male,4767,54,East,11809
Autumn,Jeans,Cotton,Male,2017,31,North,19334
Spring,Shirt,Cotton,Male,596,64,West,4231
Spring,Kurti,Silk,Female,2069,23,North,19158
Spring,Shirt,Silk,Female,4739,39,South,18003
Autumn,Kurti,Cotton,Female,3530,12,West,5540
Winter,Shirt,Denim,Male,1067,68,West,13688
Winter,Jeans,Wool,Male,2556,26,North,6429
Winter,Dress,Cotton,Male,4573,53,North,1573
Summer,Jacket,Wool,Male,2985,13,East,7091
Summer,Kurti,Linen,Female,3118,8,South,9602
Spring,Kurti,Linen,Female,3489,48,East,18681
Summer,Jacket,Silk,Female,2273,27,West,11030
Summer,Shirt,Cotton,Female,3437,9,East,12885
Spring,Jacket,Silk,Male,2830,16,North,1436
Spring,Kurti,Denim,Male,4458,24,East,8655
Winter,Kurti,Cotton,Female,2813,21,East,3989
Winter,Dress,Cotton,Female,4485,3,North,19572
Winter,Shirt,Denim,Female,4119,20,North,16025
Spring,Dress,Linen,Male,3145,47,South,13521
Winter,Kurti,Denim,Male,3143,7,North,19639
Spring,Jacket,Cotton,Female,3633,12,North,8890
Summer,Shirt,Cotton,Male,737,53,East,10703
Winter,Jacket,Wool,Male,1191,11,East,10116
Summer,Shirt,Denim,Female,4997,58,North,8178
Spring,Jacket,Wool,Female,974,56,North,4049
Summer,Kurti,Denim,Male,3173,23,West,18688
Spring,Jeans,Linen,Female,3429,56,West,2762
Summer,Jacket,Linen,Male,4137,45,South,4544
Spring,Jeans,Linen,Female,1223,59,East,4845
Spring,Jeans,Cotton,Female,1606,20,West,4619
Winter,Kurti,Denim,Male,3487,56,East,7781
Winter,Shirt,Silk,Male,2255,25,North,6215
Spring,Jacket,Linen,Male,2671,44,South,11591
Autumn,Jeans,Wool,Male,4835,54,West,2722
Spring,Dress,Silk,Female,2337,55,South,17699
Winter,Dress,Wool,Female,2896,49,North,11950
Winter,Jacket,Wool,Male,2086,3,West,11436
Spring,Shirt,Wool,Male,3992,49,East,16865
Autumn,Shirt,Silk,Male,4792,67,West,1917
Spring,Kurti,Linen,Male,4510,51,North,12118
Winter,Jeans,Denim,Female,4358,58,West,1904
Winter,Shirt,Denim,Male,595,47,West,18450
Winter,Dress,Cotton,Female,4140,40,North,8493
Spring,Kurti,Cotton,Male,2401,35,North,1347
Spring,Jacket,Silk,Male,691,45,East,6575
Autumn,Jacket,Silk,Female,1481,22,West,2384
Autumn,Jacket,Linen,Male,556,29,East,18753
Summer,Kurti,Denim,Female,943,25,East,19685
Autumn,Dress,Cotton,Female,4331,42,East,12667
Spring,Jeans,Silk,Female,1122,68,East,12995
Summer,Jeans,Denim,Male,850,18,West,15599
Summer,Shirt,Denim,Female,3750,40,West,9836
Spring,Kurti,Wool,Female,1615,52,South,16154
Summer,Shirt,Silk,Male,4642,40,West,10782
Autumn,Shirt,Linen,Female,4721,3,North,6860
Spring,Shirt,Linen,Male,718,37,North,9272
Autumn,Kurti,Cotton,Male,2990,53,South,7793
Spring,Jacket,Cotton,Female,3105,62,South,1183
Winter,Jacket,Cotton,Male,4613,25,West,11183
Winter,Kurti,Wool,Female,4825,6,East,12259
Autumn,Dress,Silk,Female,3278,4,West,6798
Summer,Kurti,Cotton,Female,1261,11,West,16961
Summer,Shirt,Linen,Female,1477,66,West,11764
Winter,Dress,Wool,Female,1184,18,North,14046
Summer,Jacket,Denim,Male,4074,4,South,7109
Winter,Jacket,Wool,Male,814,38,East,1083
Spring,Dress,Silk,Female,1850,23,East,7911
Summer,Dress,Denim,Male,2531,51,East,2126
Autumn,Shirt,Wool,Female,2458,20,North,12538
Autumn,Kurti,Cotton,Male,2588,51,East,13821
Summer,Jacket,Cotton,Male,3213,64,East,10683
Summer,Kurti,Wool,Female,4047,55,North,1167
Winter,Shirt,Wool,Male,4580,14,South,15401
Spring,Shirt,Linen,Female,2265,67,South,2762
Autumn,Dress,Silk,Male,4082,40,North,10461
Summer,Jacket,Silk,Male,4738,68,West,2215
Spring,Kurti,Silk,Male,2280,20,North,18403
Summer,Jeans,Wool,Male,1484,6,South,12356
Spring,Kurti,Silk,Female,2673,49,North,19463
Spring,Jeans,Cotton,Male,3606,62,North,13068
Summer,Jeans,Silk,Male,2299,60,North,11007
Spring,Jacket,Denim,Male,4668,31,West,15721
Summer,Jacket,Linen,Female,2627,32,East,15827
Spring,Dress,Cotton,Male,753,28,West,6452
Autumn,Dress,Wool,Female,1723,27,East,13812
Spring,Kurti,Silk,Female,3965,56,South,3691
Summer,Dress,Wool,Male,1158,7,East,10926
Winter,Jeans,Wool,Male,2181,45,East,2166
Spring,Shirt,Denim,Male,3174,17,North,8661
Winter,Kurti,Cotton,Female,822,70,South,3597
Winter,Kurti,Silk,Female,4977,0,South,12226
Summer,Shirt,Wool,Female,2073,4,North,3950
Winter,Jacket,Wool,Male,1984,14,North,10548
Summer,Dress,Denim,Male,4472,32,South,7109
Autumn,Kurti,Linen,Male,4115,20,South,16582
Winter,Jeans,Wool,Male,1470,34,South,3834
Summer,Shirt,Denim,Female,2235,19,North,8593
Spring,Kurti,Linen,Female,1391,9,South,7725
Autumn,Jacket,Cotton,Male,4627,44,South,18537
Spring,Shirt,Wool,Male,3148,12,West,16428
Autumn,Jeans,Wool,Female,2666,66,North,16022
Winter,Kurti,Cotton,Female,1890,36,South,19344
Summer,Shirt,Linen,Female,4184,50,West,4579
Winter,Shirt,Denim,Male,4597,24,South,17210
Autumn,Dress,Cotton,Female,1005,6,West,9851
Autumn,Jeans,Wool,Female,1672,14,East,8470
Winter,Shirt,Linen,Male,2271,11,North,14634
Winter,Dress,Silk,Male,1932,63,West,14269
Summer,Shirt,Silk,Female,3517,39,North,12646
Autumn,Kurti,Linen,Female,766,64,North,19496
Autumn,Dress,Wool,Male,2352,0,North,15886
Winter,Jeans,Denim,Male,2578,38,South,8397
Winter,Jeans,Cotton,Female,1582,42,East,4120
Spring,Kurti,Cotton,Male,1133,45,East,5243
Autumn,Jacket,Linen,Female,2308,58,South,10609
Autumn,Jeans,Cotton,Female,2835,12,West,14065
Winter,Dress,Wool,Female,1239,43,East,3651
Summer,Kurti,Silk,Female,4997,69,East,2852
Autumn,Kurti,Denim,Male,1595,49,South,9611
Summer,Kurti,Wool,Female,4381,5,South,16975
Autumn,Dress,Silk,Female,1476,60,North,3979
Autumn,Dress,Denim,Male,2228,66,North,5809
Winter,Kurti,Wool,Male,1916,61,West,7760
Autumn,Jeans,Cotton,Male,2336,62,East,8603
Summer,Jeans,Linen,Female,3093,61,East,4773
Winter,Jacket,Silk,Male,1548,15,West,5314
Autumn,Shirt,Linen,Female,3655,65,West,15392
Spring,Shirt,Cotton,Female,3655,58,South,1174
Spring,Kurti,Silk,Female,565,64,East,18069
Autumn,Dress,Linen,Female,4563,15,South,7056
Winter,Dress,Wool,Male,1066,22,South,13108
Winter,Kurti,Wool,Female,1933,1,East,4037
Autumn,Dress,Cotton,Female,1661,8,East,2373
Autumn,Dress,Denim,Male,3819,28,South,1303
Spring,Shirt,Wool,Female,3243,18,West,19076
Spring,Shirt,Denim,Male,2422,53,South,4659
Summer,Dress,Cotton,Male,3914,60,North,8273
Summer,Jeans,Linen,Male,2548,34,North,5784
Spring,Dress,Denim,Female,2567,67,West,19041
Winter,Jeans,Denim,Female,1476,27,West,6992
Summer,Shirt,Denim,Female,4476,39,West,5317
Spring,Jeans,Denim,Female,2454,12,West,7621
Spring,Jeans,Silk,Female,3296,18,East,7117
Autumn,Kurti,Wool,Male,1159,69,South,5274
Winter,Jeans,Silk,Female,3446,42,South,13878
Summer,Shirt,Linen,Male,1355,36,West,11695
Winter,Dress,Silk,Male,1330,5,West,2722
Winter,Dress,Denim,Male,4528,3,North,14384
Autumn,Dress,Linen,Male,2123,44,North,11402
Summer,Dress,Wool,Female,1303,15,East,6005
Spring,Shirt,Silk,Male,3309,2,North,9531
Winter,Shirt,Wool,Male,2661,45,East,17998
Winter,Jeans,Denim,Female,3466,60,West,14016
Winter,Shirt,Cotton,Male,1214,37,West,12315
Winter,Dress,Silk,Male,2235,41,East,9903
Summer,Dress,Linen,Female,3661,38,North,12892
Spring,Kurti,Silk,Male,4582,8,West,1578
Spring,Kurti,Linen,Female,2735,60,West,6901
Summer,Shirt,Linen,Male,4741,46,East,15051
Spring,Dress,Linen,Female,2359,9,West,9001
Spring,Dress,Cotton,Male,1825,15,East,6527
Autumn,Jeans,Silk,Male,1103,47,West,9651
Spring,Shirt,Cotton,Male,1129,43,East,18646
Winter,Jeans,Wool,Male,2609,26,West,7840
Winter,Shirt,Linen,Female,1228,52,East,4093
Spring,Shirt,Linen,Male,1473,12,West,17617
Winter,Kurti,Wool,Male,2666,1,West,18474
Winter,Jacket,Cotton,Female,1661,34,South,3274
Autumn,Jeans,Cotton,Female,3892,24,North,10207
Summer,Jacket,Wool,Male,1595,23,West,3268
Summer,Jeans,Linen,Male,3316,11,South,6553
Spring,Shirt,Denim,Male,2798,5,West,18974
Summer,Shirt,Wool,Female,2616,64,North,1406
Summer,Shirt,Cotton,Male,1246,1,East,14466
Spring,Shirt,Wool,Male,1698,26,East,17922
Spring,Kurti,Denim,Male,1871,33,North,2349
Autumn,Kurti,Denim,Male,4027,15,North,16481
Winter,Jeans,Wool,Female,2503,20,East,13402
Summer,Kurti,Cotton,Male,4187,34,West,1169
Spring,Jacket,Silk,Female,1823,70,East,15240
Summer,Jacket,Denim,Female,3920,59,East,3188
Autumn,Shirt,Denim,Female,2174,51,South,2602
Winter,Shirt,Linen,Female,1155,43,South,16374
Summer,Kurti,Silk,Female,2513,46,North,1639
Autumn,Shirt,Denim,Female,1638,57,North,4361
Summer,Dress,Denim,Female,2207,15,North,14564
Autumn,Kurti,Denim,Male,4146,65,North,5034
Summer,Jacket,Denim,Male,2322,51,South,7702
Spring,Dress,Wool,Female,1406,65,South,1863
Summer,Dress,Silk,Male,4450,41,East,12251
Summer,Jacket,Silk,Male,4805,63,East,14718
Summer,Shirt,Silk,Female,4389,54,West,8453
Summer,Dress,Silk,Female,4348,49,North,13161
Summer,Jeans,Denim,Male,1599,6,North,3903
Winter,Dress,Silk,Female,1313,39,North,12349
Winter,Jeans,Cotton,Female,4096,55,East,12667
Autumn,Shirt,Denim,Female,4032,37,South,7039
Winter,Jacket,Cotton,Male,2360,69,West,4233
Spring,Dress,Silk,Female,3729,3,North,14642
Autumn,Shirt,Wool,Male,2252,7,East,15478
Summer,Jeans,Silk,Female,3017,37,South,14112
Autumn,Dress,Wool,Male,3842,48,West,6102
Spring,Kurti,Denim,Female,3707,23,South,6281
Autumn,Jeans,Denim,Male,4603,58,North,6564
Autumn,Dress,Linen,Female,4943,18,North,19442
Autumn,Dress,Cotton,Male,1473,66,South,8439
Autumn,Jeans,Linen,Female,1187,21,West,4981
Summer,Jeans,Linen,Female,1674,67,South,4010
Summer,Jeans,Silk,Male,2756,50,East,11185
Winter,Shirt,Cotton,Female,3870,41,North,8163
Winter,Jeans,Silk,Female,3315,15,South,16181
Spring,Dress,Wool,Male,2321,2,East,5982
Autumn,Dress,Wool,Male,3471,31,North,15469
Spring,Shirt,Wool,Male,1819,46,South,16887
Summer,Jacket,Linen,Male,4248,25,East,1181
Autumn,Dress,Denim,Female,4255,5,West,10797
Summer,Shirt,Linen,Female,3261,43,South,9883
Autumn,Jeans,Linen,Male,4811,25,South,10569
Summer,Kurti,Silk,Male,3517,58,East,2698
Autumn,Shirt,Wool,Male,2490,69,East,4735
Autumn,Shirt,Denim,Female,3754,56,South,2763
Spring,Dress,Wool,Female,4927,14,West,3791
Autumn,Jeans,Wool,Female,2539,43,South,4101
Autumn,Kurti,Linen,Female,2709,53,West,14206
Spring,Shirt,Silk,Male,3274,62,West,4371
Summer,Shirt,Linen,Female,3155,66,North,12104
Spring,Jeans,Cotton,Female,2691,58,West,6957
Spring,Dress,Cotton,Male,1061,7,North,5553
Winter,Jacket,Silk,Female,2232,22,East,19030
Summer,Jacket,Wool,Female,662,49,North,4625
Spring,Dress,Cotton,Male,3923,23,West,18649
Autumn,Dress,Cotton,Male,2679,70,North,14773
Spring,Jeans,Wool,Female,1034,30,West,3286
Summer,Dress,Linen,Female,1746,15,West,3454
Winter,Shirt,Linen,Female,4027,2,South,2228
Summer,Kurti,Silk,Female,1089,35,South,13854
Summer,Dress,Linen,Female,2067,26,South,15272
Winter,Shirt,Linen,Male,1527,43,South,13072
Summer,Jacket,Denim,Female,4592,13,South,10917
Winter,Dress,Silk,Female,3301,1,North,9584
Spring,Shirt,Silk,Male,2046,17,West,15938
Autumn,Jacket,Silk,Female,692,48,West,11726
Autumn,Shirt,Silk,Female,2602,16,North,12764
Summer,Shirt,Cotton,Female,2625,14,South,18017
Autumn,Dress,Silk,Male,2251,59,North,13284
Autumn,Shirt,Silk,Male,709,36,East,1293
Summer,Kurti,Wool,Female,2320,48,South,6358
Summer,Shirt,Linen,Female,3925,49,West,5396
Autumn,Dress,Denim,Male,801,58,North,8230
Summer,Shirt,Linen,Female,4822,24,West,6744
Spring,Jacket,Linen,Male,2702,23,East,5804
Spring,Kurti,Silk,Female,1666,51,North,2999
Autumn,Kurti,Wool,Male,1757,31,North,16394
Summer,Jacket,Wool,Female,3343,63,East,3952
Winter,Jacket,Denim,Male,4455,17,East,15084
Summer,Kurti,Cotton,Male,2375,63,East,15335
Winter,Jeans,Cotton,Male,3136,42,East,15296
Autumn,Jeans,Silk,Female,4128,69,South,19097
Autumn,Jeans,Linen,Female,2239,62,South,6491
Spring,Shirt,Cotton,Male,2694,40,East,6441
Spring,Jeans,Silk,Female,1773,7,West,16496
Autumn,Jeans,Silk,Female,2950,69,East,7009
Spring,Dress,Cotton,Female,849,28,West,7830
Spring,Shirt,Silk,Female,3265,46,West,2772
Autumn,Jacket,Denim,Female,4182,31,South,18598
Autumn,Kurti,Linen,Male,1620,8,East,6714
Winter,Jeans,Linen,Female,3200,31,North,7025
Winter,Jacket,Linen,Female,1763,54,South,13298
Spring,Dress,Silk,Male,1368,12,North,6147
Summer,Dress,Denim,Female,3881,20,East,16145
Winter,Shirt,Wool,Female,2476,7,East,12055
Summer,Jeans,Linen,Female,3554,16,South,12178
Autumn,Jacket,Silk,Female,870,13,South,15577
Summer,Shirt,Wool,Female,4333,51,South,3618
Autumn,Jacket,Cotton,Male,3705,66,East,6776
Winter,Kurti,Wool,Female,1698,12,North,9897
Summer,Jeans,Denim,Male,3380,31,West,5102
Autumn,Dress,Wool,Male,4505,54,South,9544
Spring,Jeans,Cotton,Female,4420,30,West,13423
Winter,Kurti,Cotton,Female,3984,69,North,14422
Summer,Kurti,Linen,Female,4833,46,North,9836
Winter,Kurti,Cotton,Female,3574,64,South,18529
Autumn,Kurti,Wool,Female,4282,55,West,16082
Winter,Dress,Linen,Female,2640,20,South,12758
Spring,Dress,Cotton,Male,3800,26,East,13937
Autumn,Dress,Silk,Female,1462,0,West,6584
Autumn,Kurti,Linen,Female,2970,55,East,5110
Winter,Kurti,Denim,Female,4166,56,East,13840
Summer,Kurti,Wool,Male,4410,1,West,11693
Winter,Jacket,Denim,Male,1668,65,North,8616
Autumn,Jeans,Silk,Female,4595,61,East,8718
Autumn,Shirt,Silk,Male,1572,16,East,6621
Autumn,Dress,Linen,Male,4143,57,West,19433
Spring,Dress,Linen,Female,1912,27,South,7654
Autumn,Shirt,Denim,Female,888,11,North,15078
Autumn,Jacket,Cotton,Male,1781,56,West,11424
Spring,Jeans,Cotton,Male,2489,55,South,12272
Spring,Kurti,Denim,Female,1037,0,West,14566
Spring,Jacket,Denim,Female,1085,33,North,10353
Winter,Kurti,Wool,Male,3280,58,South,7678
Autumn,Jacket,Linen,Female,4188,63,South,8389
Spring,Jacket,Cotton,Female,3545,47,West,2514
Summer,Jacket,Silk,Male,789,14,South,15042
Winter,Dress,Wool,Male,4887,22,South,4183
Spring,Jeans,Denim,Male,3281,66,North,8794
Summer,Jacket,Cotton,Female,4747,15,South,1708
Summer,Dress,Linen,Male,4394,19,North,19165
Spring,Dress,Linen,Male,2674,40,West,11952
Summer,Dress,Silk,Female,4504,22,West,16413
Winter,Dress,Cotton,Male,4046,3,North,3922
Summer,Kurti,Denim,Male,4987,39,West,18627
Autumn,Kurti,Cotton,Female,1067,7,North,4916
Winter,Jeans,Denim,Female,4189,52,East,1343
Summer,Kurti,Silk,Male,996,21,West,5703
Autumn,Kurti,Cotton,Female,1596,54,East,7101
Winter,Shirt,Linen,Male,1303,68,North,19961
Spring,Dress,Linen,Male,3069,33,East,1185
Winter,Kurti,Silk,Male,4974,39,West,5145
Winter,Dress,Silk,Male,2291,70,South,3862
Summer,Jeans,Silk,Female,4319,61,North,5037
Spring,Dress,Cotton,Female,949,32,South,13556
Spring,Jeans,Wool,Female,4056,36,West,8327
Autumn,Dress,Denim,Male,2854,23,North,16077
Summer,Shirt,Cotton,Male,2459,4,West,8458
Autumn,Jeans,Linen,Male,1991,3,North,1022
Summer,Kurti,Linen,Female,4613,68,West,7813
Autumn,Shirt,Silk,Male,3474,13,East,6524
Winter,Jeans,Cotton,Male,3057,61,West,11003
Winter,Kurti,Wool,Male,3061,63,East,5646
Winter,Shirt,Linen,Male,3413,18,North,3171
Spring,Jeans,Wool,Male,4004,10,South,5850
Summer,Jacket,Denim,Female,1276,33,West,8994
Summer,Shirt,Denim,Male,912,49,South,10453
Spring,Dress,Cotton,Male,4395,31,East,8227
Autumn,Kurti,Linen,Female,4872,37,West,16060
Summer,Kurti,Silk,Female,3530,33,South,9934
Autumn,Shirt,Silk,Female,3397,33,South,8967
Autumn,Kurti,Cotton,Female,4370,39,South,4604
Winter,Shirt,Linen,Female,2982,1,South,3713
Winter,Kurti,Silk,Male,3885,67,North,15567
Spring,Jeans,Denim,Male,1067,49,East,19058
Summer,Dress,Silk,Male,2642,4,North,16168
Summer,Kurti,Wool,Male,2842,41,South,1864
Summer,Dress,Silk,Male,3325,6,West,5407
Autumn,Jacket,Denim,Female,4080,64,West,6865
Spring,Kurti,Silk,Male,1474,54,West,15945
Winter,Dress,Silk,Male,1079,66,East,7650
Winter,Jacket,Silk,Male,635,47,South,3321
Autumn,Kurti,Linen,Male,3771,1,North,3923
Summer,Shirt,Denim,Female,2634,33,North,2513
Spring,Jacket,Denim,Male,3233,66,West,19356
Winter,Kurti,Silk,Male,3871,3,East,12251
Summer,Dress,Wool,Female,1071,53,South,1317
Summer,Dress,Denim,Female,690,1,North,12405
Summer,Dress,Linen,Female,722,18,North,13096
Summer,Shirt,Silk,Female,3478,54,South,11197
Autumn,Kurti,Silk,Female,3035,59,North,6803
Spring,Kurti,Silk,Female,3031,58,South,17112
Summer,Jeans,Cotton,Female,659,29,North,16107
Spring,Jacket,Linen,Female,1772,38,East,3837
Winter,Jacket,Wool,Female,2218,36,South,15237
